"Term","Course","Enrollment","MedianGrade"
"TERM","COURSE","ENRL","MEDIAN"
"12W","HIST-096-03","13","A-"
"12W","HIST-096-05","15","B+"
"12W","HIST-099-01","13","A"
"12W","HUM -002-02","13","A-"
"12W","HUM -002-03","12","A-"
"12W","HUM -002-04","12","A-"
"12W","INTS-016-01","45","A-"
"12W","INTS-018-01","42","A-"
"12W","ITAL-001-02","18","A"
"12W","ITAL-002-01","10","A-"
"12W","ITAL-002-02","17","A-"
"12W","ITAL-008-90","13","A-"
"12W","ITAL-010-90","13","A-"
"12W","ITAL-012-90","13","A-"
"12W","JAPN-061-01","12","A-"
"12W","JWST-007-01","16","A-"
"12W","JWST-026-01","10","A"
"12W","LACS-043-01","19","B+"
"12W","LACS-044-01","14","A-"
"12W","LACS-076-01","13","B+"
"12W","LAT -001-02","12","B+"
"12W","LAT -003-01","12","B"
"12W","LAT -003-02","15","A-"
"12W","LATS-035-02","15","A-"
"12W","LATS-040-01","32","A-/B+"
"12W","LING-010-01","26","B+"
"12W","LING-011-01","14","A-"
"12W","LING-027-01","30","B+"
"12W","MATH-002-01","36","B"
"12W","MATH-002-02","36","B"
"12W","MATH-003-01","51","B"
"12W","MATH-005-01","25","B+"
"12W","MATH-008-01","62","B+"
"12W","MATH-008-02","62","B+"
"12W","MATH-008-03","62","B+"
"12W","MATH-013-01","65","B+"
"12W","MATH-013-02","65","B+"
"12W","MATH-017-01","15","A"
"12W","MATH-023-01","62","A-"
"12W","MATH-023-02","62","A-"
"12W","MATH-024-01","23","A-"
"12W","MATH-028-01","18","B+"
"12W","MATH-032-01","16","A-"
"12W","MATH-035-01","19","A-"
"12W","MATH-050-01","18","A-"
"12W","MATH-063-01","37","A-"
"12W","MATH-076-01","15","A"
"12W","MUS -003-01","58","A-"
"12W","MUS -004-01","25","A-"
"12W","MUS -006-01","14","A-"
"12W","MUS -021-01","12","A-"
"12W","MUS -045-01","26","A"
"12W","MUS -051-01","19","A"
"12W","NAS -011-01","33","B"
"12W","NAS -022-01","47","A-"
"12W","NAS -030-01","24","A-"
"12W","NAS -032-01","62","A"
"12W","NAS -034-01","39","A"
"12W","NAS -038-01","39","A-"
"12W","NAS -081-01","17","B+"
"12W","PBPL-005-01","101","B"
"12W","PBPL-007-01","13","A-"
"12W","PBPL-048-01","11","B+"
"12W","PBPL-052-01","20","B+"
"12W","PBPL-081-05","14","A-"
"12W","PBPL-084-02","13","A-"
"12W","PHIL-006-01","27","A-"
"12W","PHIL-008-01","41","B+"
"12W","PHIL-009-01","58","A-"
"12W","PHIL-013-01","10","A-"
"12W","PHIL-017-01","16","A-"
"12W","PHIL-024-01","23","B+"
"12W","PHIL-035-01","16","B+"
"12W","PHIL-080-01","13","A"
"12W","PHYS-004-01","74","B+"
"12W","PHYS-005-01","41","B+"
"12W","PHYS-013-01","81","B+"
"12W","PHYS-013-02","81","B+"
"12W","PHYS-014-01","51","B+"
"12W","PHYS-048-01","34","A-"
"12W","PSYC-001-01","111","B+"
"12W","PSYC-006-01","173","A-"
"12W","PSYC-007-01","16","A-"
"12W","PSYC-023-01","136","B+"
"12W","PSYC-026-01","21","B"
"12W","PSYC-043-01","71","B+"
"12W","PSYC-045-01","32","B+"
"12W","PSYC-050-01","19","B+"
"12W","PSYC-051-01","20","A"
"12W","PSYC-052-01","37","B+"
"12W","PSYC-053-01","33","B+"
"12W","PSYC-060-01","11","A-"
"12W","PSYC-083-01","11","A-"
"12W","PSYC-086-01","11","A-"
"12W","REL -001-01","35","B+"
"12W","REL -003-01","34","B+"
"12W","REL -007-01","15","A-"
"12W","REL -010-01","51","B+"
"12W","REL -015-01","14","A-/B+"
"12W","REL -019-01","35","A-"
"12W","REL -049-01","24","A-"
"12W","REL -051-01","15","A-"
"12W","REL -053-01","22","A-"
"12W","RUSS-002-01","13","A"
"12W","RUSS-010-01","68","A"
"12W","RUSS-011-01","14","A-"
"12W","RUSS-012-01","14","A-"
"12W","RUSS-018-01","26","A"
"12W","RUSS-035-01","12","A"
"12W","SART-015-01","11","A"
"12W","SART-015-02","19","A"
"12W","SART-015-03","12","A"
"12W","SART-016-01","11","A-"
"12W","SART-022-01","14","A-"
"12W","SART-025-01","10","A-"
"12W","SART-027-01","10","A"
"12W","SART-029-01","10","A-"
"12W","SART-076-01","15","A-"
"12W","SART-076-02","15","A"
"12W","SOCY-002-01","53","A-"
"12W","SOCY-007-01","16","B+"
"12W","SOCY-010-01","35","B+"
"12W","SOCY-015-01","24","A-"
"12W","SOCY-032-01","38","B+"
"12W","SOCY-045-01","21","A-"
"12W","SOCY-046-01","20","B+"
"12W","SOCY-048-01","32","A-/B+"
"12W","SOCY-055-01","14","A-"
"12W","SPAN-001-01","15","B+"
"12W","SPAN-001-02","16","A-"
"12W","SPAN-002-02","20","A-"
"12W","SPAN-002-03","22","A-"
"12W","SPAN-002-04","21","A-"
"12W","SPAN-003-01","11","A-"
"12W","SPAN-003-02","14","A-"
"12W","SPAN-003-03","19","A-"
"12W","SPAN-003-04","16","B+"
"12W","SPAN-003-91","25","A-"
"12W","SPAN-005-91","25","A"
"12W","SPAN-006-91","25","A-"
"12W","SPAN-007-01","16","A /A-"
"12W","SPAN-009-01","12","B+"
"12W","SPAN-009-02","22","A"
"12W","SPAN-020-01","15","A"
"12W","SPAN-020-02","17","A-"
"12W","SPAN-031-01","10","A"
"12W","SPAN-031-02","14","B+"
"12W","SPAN-040-01","15","A-"
"12W","SPAN-043-01","13","A"
"12W","SPAN-075-01","13","A"
"12W","SPEE-020-01","14","A-"
"12W","SPEE-020-02","14","A /A-"
"12W","SPEE-031-01","11","A"
"12W","SPEE-032-01","16","A-"
"12W","THEA-007-01","16","A"
"12W","THEA-007-02","16","A"
"12W","THEA-010-01","23","A"
"12W","THEA-010-02","26","A"
"12W","THEA-010-03","23","A"
"12W","THEA-022-01","10","A"
"12W","THEA-023-01","24","A"
"12W","THEA-026-01","16","A"
"12W","THEA-030-01","16","A"
"12W","THEA-031-01","15","A"
"12W","THEA-036-01","16","A"
"12W","THEA-040-01","16","A"
"12W","THEA-054-01","10","A"
"12W","TUCK-001-01","52","B+"
"12W","TUCK-001-02","50","B+"
"12W","WGST-007-01","15","A-"
"12W","WGST-010-01","21","A-"
"12W","WGST-015-01","10","A-/B+"
"12W","WGST-020-01","12","B+"
"12W","WGST-033-01","20","B+"
"12W","WGST-034-02","20","A-"
"12W","WGST-034-03","48","B+"
"12W","WGST-044-05","15","A-"
"12W","WGST-053-05","30","B+"
"12W","WGST-059-03","23","A"
"12W","WGST-061-02","45","A"
"12W","WRIT-003-01","16","A-/B+"
"12W","WRIT-003-02","14","A-"
"12W","WRIT-003-03","13","A"
"12W","WRIT-003-04","16","B+"
"12W","WRIT-003-05","15","A-"
"12W","WRIT-003-06","16","B+"
"12W","WRIT-003-07","16","A-"
"12W","WRIT-003-08","16","B+"
"12W","WRIT-005-01","17","A-"
"12W","WRIT-005-02","18","A-"
"12W","WRIT-005-03","18","A-"
"12W","WRIT-005-04","17","A-"
"12W","WRIT-005-05","17","B+"
"12W","WRIT-005-06","18","A-"
"12W","WRIT-005-07","18","A-"
"12W","WRIT-005-08","18","A-"
"12W","WRIT-005-09","18","B+"
"12W","WRIT-005-10","18","A"
"12W","WRIT-005-11","18","A"
"12W","WRIT-005-12","17","A-"
"12W","WRIT-005-13","16","A-"
"12W","WRIT-005-14","18","B+"
"12W","WRIT-005-15","18","A-"
"12W","WRIT-005-16","18","A-"
"12W","WRIT-005-17","18","B+"
"12W","WRIT-005-18","17","A-"
"12W","WRIT-005-19","12","A-"
"13W","AAAS-007-01","16","A-"
"13W","AAAS-010-01","10","A /A-"
"13W","AAAS-025-01","24","B+/B"
"13W","AAAS-040-01","15","A"
"13W","AAAS-053-01","10","B+"
"13W","AAAS-065-01","14","B+"
"13W","AAAS-086-01","18","A-/B+"
"13W","AAAS-090-02","15","A"
"13W","AMES-004-01","27","A-"
"13W","AMES-010-01","52","B+"
"13W","AMES-012-01","48","A-"
"13W","AMES-030-01","27","A-"
"13W","AMES-043-04","19","A-"
"13W","AMES-045-01","31","A"
"13W","AMES-091-01","21","A-"
"13W","ANTH-003-01","46","A-"
"13W","ANTH-004-01","20","A-/B+"
"13W","ANTH-007-01","16","B+"
"13W","ANTH-011-01","14","A-/B+"
"13W","ANTH-012-03","11","A-"
"13W","ANTH-021-01","22","A /A-"
"13W","ANTH-034-01","11","A-"
"13W","ANTH-043-01","15","B+"
"13W","ANTH-051-90","17","A-"
"13W","ANTH-052-90","12","A"
"13W","ANTH-053-01","11","A-"
"13W","ANTH-054-90","12","A-"
"13W","ANTH-056-01","10","A /A-"
"13W","ANTH-057-01","16","A-"
"13W","ARAB-002-01","10","A"
"13W","ARAB-002-02","10","A"
"13W","ARAB-010-01","27","A-"
"13W","ARAB-022-01","11","A"
"13W","ARAB-081-01","11","A"
"13W","ARTH-002-01","38","B+"
"13W","ARTH-007-01","16","A-/B+"
"13W","ARTH-016-01","19","A-"
"13W","ARTH-016-02","24","A-"
"13W","ARTH-017-01","19","A-"
"13W","ARTH-052-01","45","B+"
"13W","ARTH-063-01","14","B+"
"13W","BIOL-009-01","45","B"
"13W","BIOL-011-01","72","B"
"13W","BIOL-013-01","79","B"
"13W","BIOL-014-01","88","B"
"13W","BIOL-015-01","18","B"
"13W","BIOL-029-01","35","B+"
"13W","BIOL-039-01","10","A-"
"13W","BIOL-042-01","23","B"
"13W","BIOL-045-01","20","A-"
"13W","BIOL-055-90","15","A-"
"13W","BIOL-056-90","15","A-"
"13W","BIOL-057-90","15","A-"
"13W","BIOL-058-01","10","A /A-"
"13W","BIOL-066-01","22","B+"
"13W","BIOL-078-01","17","A"
"13W","BIOL-123-01","10","A /A-"
"13W","BIOL-128-01","35","B+"
"13W","BIOL-139-01","10","A-"
"13W","BIOL-166-01","22","B+"
"13W","CHEM-005-01","46","B /B-"
"13W","CHEM-005-02","103","B"
"13W","CHEM-009-01","45","B"
"13W","CHEM-040-01","13","B"
"13W","CHEM-052-01","56","B"
"13W","CHEM-058-01","16","A-/B+"
"13W","CHEM-064-01","25","B+"
"13W","CHEM-075-01","17","B+"
"13W","CHIN-002-01","14","A-"
"13W","CHIN-002-02","17","A-"
"13W","CHIN-010-01","48","A-"
"13W","CHIN-032-01","15","A"
"13W","CLST-001-01","43","A"
"13W","CLST-014-01","15","A-"
"13W","COCO-003-01","15","A"
"13W","COCO-008-01","16","A"
"13W","COLT-007-01","16","A /A-"
"13W","COLT-010-01","10","A-"
"13W","COLT-062-01","12","A"
"13W","COLT-064-01","21","A-"
"13W","COLT-065-01","37","B+"
"13W","COSC-001-01","93","B+"
"13W","COSC-002-01","21","A"
"13W","COSC-009-01","10","A-"
"13W","COSC-010-01","61","B+"
"13W","COSC-024-01","20","A"
"13W","COSC-030-01","31","B+"
"13W","COSC-050-01","46","A-"
"13W","COSC-061-01","18","B+/B"
"13W","COSC-074-01","18","A-/B+"
"13W","COSC-084-01","10","A-/B+"
"13W","COSC-174-01","18","A-/B+"
"13W","COSC-184-01","10","A-/B+"
"13W","EARS-002-01","146","A-"
"13W","EARS-007-01","16","A"
"13W","EARS-009-01","27","A-"
"13W","EARS-066-01","16","B+"
"13W","EARS-077-01","17","A"
"13W","EARS-177-01","17","A"
"13W","ECON-001-01","84","B"
"13W","ECON-001-02","84","B"
"13W","ECON-001-03","66","B"
"13W","ECON-001-04","66","B"
"13W","ECON-010-01","59","B+"
"13W","ECON-010-02","59","B+"
"13W","ECON-020-01","62","B+"
"13W","ECON-020-02","62","B+"
"13W","ECON-021-01","34","A-"
"13W","ECON-021-02","34","A-"
"13W","ECON-021-03","44","B+"
"13W","ECON-021-04","44","B+"
"13W","ECON-022-01","30","B+/B"
"13W","ECON-022-02","61","B+"
"13W","ECON-022-03","61","B+"
"13W","ECON-022-04","24","B+"
"13W","ECON-022-05","24","B+"
"13W","ECON-025-01","61","B+"
"13W","ECON-025-02","61","B+"
"13W","ECON-026-01","41","A-"
"13W","ECON-026-02","41","A-"
"13W","ECON-028-01","29","A-"
"13W","ECON-029-01","72","B+"
"13W","ECON-029-02","72","B+"
"13W","ECON-036-01","26","B+"
"13W","ECON-036-02","26","B+"
"13W","ECON-039-01","67","A-"
"13W","ECON-039-02","67","A-"
"13W","ECON-044-01","22","A-"
"13W","ECON-044-02","22","A-"
"13W","ECON-046-01","28","A-"
"13W","ECON-046-02","28","A-"
"13W","ECON-048-01","26","A-"
"13W","ECON-048-02","26","A-"
"13W","ECON-049-01","17","B+"
"13W","EDUC-056-01","18","A-/B+"
"13W","EDUC-058-01","21","B+"
"13W","EDUC-064-01","24","B+/B"
"13W","EDUC-088-01","10","B+/B"
"13W","ENGL-007-01","16","B+"
"13W","ENGL-007-02","15","A-"
"13W","ENGL-007-03","16","A-"
"13W","ENGL-007-05","16","A-"
"13W","ENGL-007-06","15","B+"
"13W","ENGL-007-07","16","A-/B+"
"13W","ENGL-015-01","24","A-"
"13W","ENGL-016-01","15","A-"
"13W","ENGL-034-01","11","B+"
"13W","ENGL-038-01","17","B+"
"13W","ENGL-042-01","189","A-"
"13W","ENGL-058-01","14","B+"
"13W","ENGL-060-13","15","A"
"13W","ENGL-060-14","47","A-"
"13W","ENGL-063-12","16","A-"
"13W","ENGL-063-13","14","B+"
"13W","ENGL-080-01","11","A-"
"13W","ENGL-080-02","11","A-"
"13W","ENGL-083-01","11","A-"
"13W","ENGS-001-01","34","A-"
"13W","ENGS-002-01","72","A-"
"13W","ENGS-007-01","16","A-"
"13W","ENGS-008-01","52","A-"
"13W","ENGS-012-01","24","A"
"13W","ENGS-014-01","33","A-"
"13W","ENGS-018-01","16","A-"
"13W","ENGS-020-01","33","B+"
"13W","ENGS-021-01","39","A-"
"13W","ENGS-022-01","72","A-/B+"
"13W","ENGS-023-01","11","B+"
"13W","ENGS-024-01","30","B+"
"13W","ENGS-027-01","44","B+"
"13W","ENGS-032-01","32","A-/B+"
"13W","ENGS-034-01","24","A-"
"13W","ENGS-062-01","13","B+"
"13W","ENGS-066-01","31","B+"
"13W","ENGS-075-01","15","A-"
"13W","ENGS-090-01","32","B+"
"13W","ENGS-093-01","22","A-"
"13W","ENGS-142-01","12","A-/B+"
"13W","ENGS-163-01","10","A-/B+"
"13W","ENVS-001-01","29","A-"
"13W","ENVS-007-01","15","B+"
"13W","ENVS-007-02","16","A-"
"13W","ENVS-012-01","29","A-"
"13W","ENVS-018-01","32","A"
"13W","ENVS-020-01","20","A"
"13W","ENVS-055-01","32","B+"
"13W","ENVS-061-01","30","B+"
"13W","FILM-007-01","16","A"
"13W","FILM-010-01","11","A-"
"13W","FILM-021-01","20","A-/B+"
"13W","FILM-033-01","15","A-"
"13W","FILM-040-01","16","B+"
"13W","FILM-041-01","15","A-"
"13W","FILM-047-01","12","A"
"13W","FILM-047-02","46","A"
"13W","FREN-001-01","11","A"
"13W","FREN-002-01","16","A-"
"13W","FREN-002-02","17","A-"
"13W","FREN-003-01","17","B+"
"13W","FREN-003-02","20","A-"
"13W","FREN-003-03","13","A-"
"13W","FREN-003-92","12","A"
"13W","FREN-005-92","12","A"
"13W","FREN-006-92","12","A"
"13W","FREN-008-01","21","B+"
"13W","FREN-008-90","12","A-"
"13W","FREN-010-01","13","A"
"13W","FREN-010-90","12","A-"
"13W","FREN-012-90","12","A /A-"
"13W","FREN-025-01","12","A-"
"13W","FREN-029-90","15","A-"
"13W","FREN-030-90","15","A"
"13W","FREN-031-90","15","A-"
"13W","FREN-070-01","11","A-"
"13W","FRIT-033-01","12","A"
"13W","GEOG-001-01","42","A /A-"
"13W","GEOG-002-01","34","A-"
"13W","GEOG-004-01","11","B+"
"13W","GEOG-006-01","43","B+"
"13W","GEOG-007-01","16","A"
"13W","GEOG-007-02","16","A"
"13W","GEOG-012-01","22","A-/B+"
"13W","GEOG-028-01","27","A-"
"13W","GEOG-043-01","21","A-"
"13W","GEOG-059-01","17","A"
"13W","GERM-001-01","11","B"
"13W","GERM-002-01","19","B+"
"13W","GERM-002-02","11","B+"
"13W","GERM-045-01","21","A-"
"13W","GOVT-003-01","51","B+"
"13W","GOVT-004-01","45","B+"
"13W","GOVT-005-01","47","B+"
"13W","GOVT-005-02","26","B+"
"13W","GOVT-006-01","29","B+"
"13W","GOVT-007-01","16","A-"
"13W","GOVT-010-01","33","B+"
"13W","GOVT-018-01","33","B"
"13W","GOVT-020-01","21","B+"
"13W","GOVT-035-01","25","B+"
"13W","GOVT-040-01","30","A-"
"13W","GOVT-050-02","35","B+"
"13W","GOVT-050-03","38","B+"
"13W","GOVT-054-01","32","A-"
"13W","GOVT-063-01","17","A-"
"13W","GOVT-066-02","29","B+"
"13W","GOVT-083-05","15","A-"
"13W","GOVT-084-01","21","A-"
"13W","GOVT-084-26","13","A-"
"13W","GOVT-085-12","17","A-"
"13W","GOVT-086-01","16","A-"
"13W","GOVT-086-18","17","A-"
"13W","GRK -001-05","13","A"
"13W","GRK -003-05","13","A"
"13W","HIST-005-05","13","B+"
"13W","HIST-006-03","18","A-/B+"
"13W","HIST-007-01","16","A-"
"13W","HIST-007-02","16","B+"
"13W","HIST-007-03","16","A-/B+"
"13W","HIST-007-04","14","A-"
"13W","HIST-024-01","24","B+"
"13W","HIST-025-01","16","A-"
"13W","HIST-030-01","15","B+"
"13W","HIST-034-01","45","B+"
"13W","HIST-036-01","52","B+"
"13W","HIST-038-01","33","B+"
"13W","HIST-053-01","38","B+"
"13W","HIST-069-01","10","B+"
"13W","HIST-079-01","15","A-"
"13W","HIST-094-03","15","A-"
"13W","HIST-096-02","12","A-"
"13W","HIST-096-05","18","B+"
"13W","HIST-096-06","16","A-"
"13W","HIST-096-07","15","A-"
"13W","HIST-099-01","13","A"
"13W","HUM -002-02","11","B+"
"13W","HUM -002-03","10","A-"
"13W","HUM -002-04","12","A /A-"
"13W","INTS-015-01","20","A-"
"13W","INTS-016-01","43","B+"
"13W","INTS-018-01","34","A-"
"13W","ITAL-001-01","12","A"
"13W","ITAL-001-02","12","A-"
"13W","ITAL-002-01","12","A-/B+"
"13W","ITAL-002-02","11","A-"
"13W","ITAL-003-01","14","A-/B+"
"13W","ITAL-008-90","15","A-"
"13W","ITAL-010-90","15","A-"
"13W","ITAL-012-90","15","A-"
"13W","JWST-007-01","16","A-"
"13W","JWST-037-02","21","A-"
"13W","LACS-007-01","16","A-"
"13W","LACS-042-01","22","A /A-"
"13W","LACS-054-01","18","A-/B+"
"13W","LAT -001-01","10","A /A-"
"13W","LAT -003-01","10","B+/B"
"13W","LAT -003-02","27","A-"
"13W","LAT -003-03","17","B+"
"13W","LATS-040-01","27","A-"
"13W","LATS-045-01","11","A-"
"13W","LING-011-01","16","A-"
"13W","LING-021-01","16","A /A-"
"13W","LING-026-01","19","A-"
"13W","LING-050-01","10","A-"
"13W","MATH-002-01","37","B+"
"13W","MATH-002-02","37","B+"
"13W","MATH-003-01","74","B-"
"13W","MATH-003-02","74","B-"
"13W","MATH-005-01","22","B+"
"13W","MATH-008-01","63","A-"
"13W","MATH-008-02","63","A-"
"13W","MATH-013-01","69","B+"
"13W","MATH-013-02","69","B+"
"13W","MATH-023-01","48","A-"
"13W","MATH-023-02","48","A-"
"13W","MATH-024-01","20","A-/B+"
"13W","MATH-035-01","34","A-/B+"
"13W","MATH-050-01","21","A"
"13W","MATH-069-01","12","A"
"13W","MATH-076-01","16","A"
"13W","MUS -004-01","27","A-"
"13W","MUS -008-01","21","A"
"13W","MUS -022-01","11","A"
"13W","MUS -040-01","16","B+"
"13W","MUS -045-01","31","A"
"13W","MUS -051-01","30","A"
"13W","NAS -010-01","20","A-/B+"
"13W","NAS -011-01","14","A-/B+"
"13W","NAS -018-01","32","A"
"13W","NAS -022-01","44","A-"
"13W","NAS -025-01","23","A-"
"13W","NAS -034-01","47","A-"
"13W","NAS -038-01","33","B+"
"13W","NAS -040-01","16","A-"
"13W","NAS -081-01","18","B+"
"13W","PBPL-005-01","80","B+"
"13W","PBPL-007-01","16","A-"
"13W","PBPL-081-05","15","A-"
"13W","PBPL-082-01","17","A-"
"13W","PBPL-084-02","12","A-"
"13W","PBPL-091-01","13","A"
"13W","PHIL-006-01","17","A"
"13W","PHIL-008-01","46","A-"
"13W","PHIL-023-01","10","B+"
"13W","PHIL-035-01","26","A-"
"13W","PHIL-080-01","12","A"
"13W","PHYS-004-01","87","A-"
"13W","PHYS-013-01","116","B"
"13W","PHYS-013-02","116","B"
"13W","PHYS-014-01","41","B+"
"13W","PHYS-016-01","26","A-"
"13W","PHYS-024-01","10","A-/B+"
"13W","PHYS-041-01","15","A-"
"13W","PHYS-048-01","32","A-/B+"
"13W","PSYC-001-01","123","B"
"13W","PSYC-006-01","72","A"
"13W","PSYC-007-01","16","A-"
"13W","PSYC-023-01","137","B+"
"13W","PSYC-025-01","64","A-"
"13W","PSYC-026-01","35","B"
"13W","PSYC-043-01","62","B+"
"13W","PSYC-045-01","34","B+"
"13W","PSYC-052-01","40","B+"
"13W","PSYC-053-01","32","B+"
"13W","PSYC-053-02","36","A-"
"13W","PSYC-060-01","17","A-"
"13W","PSYC-083-01","14","A-"
"13W","PSYC-083-02","10","A"
"13W","REL -001-01","26","A-"
"13W","REL -007-01","14","A"
"13W","REL -010-01","52","B+"
"13W","REL -012-01","47","B+"
"13W","REL -015-01","32","A-"
"13W","REL -029-01","12","A-"
"13W","RUSS-002-1","16","A-"
"13W","RUSS-007-01","16","A-/B+"
"13W","RUSS-010-01","30","A"
"13W","SART-015-01","16","A"
"13W","SART-015-02","12","A"
"13W","SART-016-01","12","A-"
"13W","SART-022-01","11","A"
"13W","SART-025-01","16","A-"
"13W","SART-029-01","12","B+"
"13W","SART-076-01","12","A-"
"13W","SART-076-02","12","A"
"13W","SOCY-002-01","37","A-"
"13W","SOCY-007-01","16","A"
"13W","SOCY-010-01","34","B+"
"13W","SOCY-046-01","24","B+/B"
"13W","SOCY-048-01","27","A-"
"13W","SOCY-049-11","31","B+"
"13W","SOCY-055-01","15","A-"
"13W","SOCY-066-01","29","B"
"13W","SOCY-091-01","17","B+"
"13W","SPAN-001-01","18","A-"
"13W","SPAN-001-02","21","B+"
"13W","SPAN-002-01","37","A-"
"13W","SPAN-002-02","37","A-"
"13W","SPAN-002-03","38","A-"
"13W","SPAN-002-04","38","A-"
"13W","SPAN-002-05","13","A-"
"13W","SPAN-003-01","36","A-"
"13W","SPAN-003-02","36","A-"
"13W","SPAN-003-03","22","A-"
"13W","SPAN-003-90","14","A-"
"13W","SPAN-003-91","17","A-"
"13W","SPAN-005-90","14","A /A-"
"13W","SPAN-005-91","17","A-"
"13W","SPAN-006-90","14","A"
"13W","SPAN-006-91","17","A-"
"13W","SPAN-007-01","16","A /A-"
"13W","SPAN-009-01","17","A-"
"13W","SPAN-009-02","20","A"
"13W","SPAN-020-01","12","A"
"13W","SPAN-020-02","12","A-"
"13W","SPAN-031-02","11","A-"
"13W","SPAN-050-01","17","A"
"13W","SPAN-055-01","10","A-"
"13W","SPAN-080-01","10","A-"
"13W","SPEE-020-01","14","A-"
"13W","SPEE-031-01","15","A-"
"13W","SPEE-040-01","13","A-"
"13W","THEA-007-01","16","A-"
"13W","THEA-007-02","16","A"
"13W","THEA-010-01","16","A"
"13W","THEA-010-04","15","A-"
"13W","THEA-016-01","16","A-"
"13W","THEA-030-01","17","A"
"13W","THEA-040-01","15","A"
"13W","TUCK-001-01","121","B+"
"13W","TUCK-001-02","121","B+"
"13W","WGST-007-01","16","A"
"13W","WGST-007-02","10","A-"
"13W","WGST-010-01","16","A"
"13W","WGST-015-01","16","A-"
"13W","WGST-031-04","21","B+"
"13W","WGST-033-01","24","B+/B"
"13W","WGST-033-06","20","A /A-"
"13W","WGST-034-02","15","A"
"13W","WGST-042-05","11","A-"
"13W","WGST-059-05","15","A-"
"13W","WGST-065-03","46","A"
"13W","WRIT-003-01","14","A /A-"
"13W","WRIT-003-02","15","A-"
"13W","WRIT-003-03","16","A"
"13W","WRIT-003-04","14","B"
"13W","WRIT-003-05","16","B+"
"13W","WRIT-003-06","16","B+"
"13W","WRIT-003-07","13","A-"
"13W","WRIT-003-08","16","A-"
"13W","WRIT-005-01","16","A-"
"13W","WRIT-005-02","16","A"
"13W","WRIT-005-03","16","A-"
"13W","WRIT-005-04","16","A"
"13W","WRIT-005-05","16","A /A-"
"13W","WRIT-005-06","16","A-"
"13W","WRIT-005-08","13","A-"
"13W","WRIT-005-09","16","A-"
"13W","WRIT-005-10","16","A-"
"13W","WRIT-005-11","16","A"
"13W","WRIT-005-12","16","A-"
"13W","WRIT-005-13","14","A-"
"13W","WRIT-005-14","16","A"
"13W","WRIT-005-15","15","A-"
"13W","WRIT-005-16","14","A-/B+"
"13W","WRIT-005-17","16","A-"
"13W","WRIT-005-19","14","A-"
"13W","WRIT-005-20","16","B+"
"13W","WRIT-005-21","15","A"
"13W","WRIT-005-22","16","A-"
"13W","WRIT-005-23","16","B+"
"13W","WRIT-005-24","15","A-"
"13W","WRIT-005-25","15","A-"
"13W","WRIT-005-26","16","A-"
"13W","WRIT-005-28","16","A-"
"13W","WRIT-005-29","16","A"
"TERM","COURSE","ENRL","MEDIAN"
"10S","AAAS-035-01","14","A"
"10S","AAAS-050-01","20","A-/B+"
"10S","AAAS-051-01","18","A-"
"10S","AAAS-066-01","16","A-"
"10S","AAAS-067-01","19","A"
"10S","AAAS-082-01","35","A-"
"10S","AAAS-090-01","11","B+"
"10S","AMES-004-01","27","A-"
"10S","AMES-004-02","19","A-"
"10S","AMES-010-01","55","B+"
"10S","AMES-012-01","38","A"
"10S","AMES-013-01","45","A-"
"10S","AMES-014-01","19","A-"
"10S","AMES-015-01","38","B+"
"10S","AMES-018-01","34","A"
"10S","AMES-040-01","13","A-"
"10S","AMES-045-01","11","A"
"10S","ANTH-009-01","27","B+"
"10S","ANTH-012-01","20","A-"
"10S","ANTH-014-01","39","B+"
"10S","ANTH-020-01","66","B+"
"10S","ANTH-035-01","17","B+"
"10S","ANTH-041-01","18","B"
"10S","ANTH-045-01","11","A-"
"10S","ANTH-047-01","19","A-"
"10S","ANTH-048-01","25","B+"
"10S","ANTH-050-07","13","A-"
"10S","ANTH-055-01","51","B+"
"10S","ARAB-003-01","14","A"
"10S","ARAB-003-02","10","A"
"10S","ARAB-010-01","27","A-"
"10S","ARAB-010-02","19","A-"
"10S","ARAB-023-01","12","A /A-"
"10S","ARAB-061-01","19","A"
"10S","ARTH-007-01","16","B+"
"10S","ARTH-010-90","10","A-"
"10S","ARTH-011-90","10","A-"
"10S","ARTH-012-90","10","A /A-"
"10S","ARTH-016-01","24","A-"
"10S","ARTH-016-02","11","B+"
"10S","ARTH-017-01","11","B+"
"10S","ARTH-033-01","33","A-"
"10S","ARTH-045-01","26","B+"
"10S","ASTR-001-01","133","B+"
"10S","ASTR-015-01","25","A-"
"10S","BIOL-004-01","17","A-"
"10S","BIOL-007-01","16","A-/B+"
"10S","BIOL-011-01","43","B"
"10S","BIOL-012-01","100","B"
"10S","BIOL-016-01","44","B /B-"
"10S","BIOL-037-01","54","B+"
"10S","BIOL-071-01","15","B+"
"10S","BIOL-074-01","14","A-/B+"
"10S","BIOL-099-01","11","A"
"10S","BIOL-171-01","15","B+"
"10S","CHEM-006-01","141","B"
"10S","CHEM-006-02","99","B"
"10S","CHEM-041-01","43","B+"
"10S","CHEM-051-01","46","B+/B"
"10S","CHEM-076-01","13","A"
"10S","CHIN-003-01","12","A-"
"10S","CHIN-003-02","16","A-"
"10S","CHIN-010-01","38","A"
"10S","CHIN-023-01","20","A-"
"10S","CHIN-023-02","10","A /A-"
"10S","CHIN-063-02","16","A"
"10S","CLST-002-01","41","A-"
"10S","CLST-003-01","11","B+"
"10S","CLST-014-01","14","A-"
